State_Code,Issuer_Id,Issuer_Name,Source_Name,Import_Date,Market_Coverage,ServiceArea_Id,Is_New_Plan,Plan_Type,Metal_Level,Notice_Pregnancy,Referral_Required,EHBPercent_TotalPremium,Out_Country_Coverage,Out_ServiceArea_Coverage,MedDrug_Deductibles_Int,MedDrug_Max_OOP_Int,HSA_Eligibility
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Expanded Bronze,No,No,0.9988,Yes,Yes,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Expanded Bronze,No,No,0.9988,Yes,Yes,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Gold,No,No,0.9936,Yes,Yes,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Gold,No,No,0.9936,Yes,Yes,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Gold,No,No,0.9936,Yes,Yes,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Gold,No,No,0.9928,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Gold,No,No,0.9928,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Gold,No,No,0.9928,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Silver,No,No,0.9936,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Silver,No,No,0.9936,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Silver,No,No,0.9936,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Silver,No,No,0.9936,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Silver,No,No,0.9936,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Silver,No,No,0.9936,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Expanded Bronze,No,No,0.9901,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Expanded Bronze,No,No,0.9901,Yes,No,Yes,Yes,No
AK,38344,Premera Blue Cross Blue Shield of Alaska,HIOS,10-01-2025,Individual,AKS001,Existing,PPO,Expanded Bronze,No,No,0.9901,Yes,No,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Gold,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Silver,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,Yes
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,Yes
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AK,73836,"Moda Health Plan, Inc.",HIOS,11-01-2025,Individual,AKS002,Existing,PPO,Expanded Bronze,No,No,0.99,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Platinum,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Platinum,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Catastrophic,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Catastrophic,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,Yes
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,Yes
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Silver,No,No,1.0,Yes,Yes,Yes,Yes,Yes
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Gold,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS004,Existing,EPO,Silver,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,Individual,ALS001,Existing,PPO,Expanded Bronze,No,Yes,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,46944,Blue Cross and Blue Shield of Alabama,HIOS,25-03-2025,SHOP (Small Group),ALS003,Existing,PPO,Gold,No,No,1.0,Yes,Yes,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Expanded Bronze,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
AL,53932,Ambetter of Alabama,HIOS,11-01-2025,Individual,ALS001,Existing,EPO,Silver,Yes,No,1.0,No,No,Yes,Yes,No
